"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","809","has title","chromium","2026-03-30","passed","2026-03-30","","example.spec.ts","",""
